SMILES,CASRN,RECORDID,MOLECULEID,NAME,ARTICLEID,PAGE,TABLE,AMES,Dataset,Cell strain,S9 metabolic bioactivation,COMMENTS,INCHI_KEY
OC1=CC=C(\C=C\C(=O)C2=CC=CC=C2)C=C1,-,R279551,M131815,-,A18726,-,-,inactive,Train,S. typhimurium,unspecified,-,PWWCDTYUYPOAIU-DHZHZOJOSA
OC(=O)CC(NC(=O)COC1=CC=C(Cl)C=C1Cl)C(O)=O,-,R279552,M131816,-,A18726,-,-,inactive,Train,S. typhimurium,unspecified,-,STGCUJXPWRUKEI-UHFFFAOYSA
OC1=CC=C(O)C(O)=C1,-,R279553,M3191,-,A18726,-,-,active,Train,S. typhimurium,unspecified,-,GGNQRNBDZQJCCN-UHFFFAOYSA
CNC=O,-,R279554,M15398,-,A18726,-,-,inactive,Train,S. typhimurium,unspecified,-,ATHHXGZTWNVVOU-UHFFFAOYSA
FC1=CC=CC2=C1C=CC1=C2N=CC=C1,-,R279555,M131817,-,A18726,-,-,active,Train,S. typhimurium,unspecified,-,PEDVEHKGBRFGCV-UHFFFAOYSA
NC1=NC(=O)N(C=C1O)C1CC(O)C(CO)O1,-,R279556,M131818,-,A18726,-,-,inactive,Train,S. typhimurium,unspecified,-,CKZJTNZSBMVFSU-UHFFFAOYSA
O=C1OC2=C3C(C=CC4=C3C1=CC=C4)=CC=C2N(=O)=O,-,R279557,M131819,-,A18726,-,-,active,Train,S. typhimurium,unspecified,-,BEIFWDGYGXCRLC-UHFFFAOYSA
CC(NCC1=CC=CC=C1)C(=O)NCC1=CC=CC=C1,-,R279558,M131820,-,A18726,-,-,inactive,Train,S. typhimurium,unspecified,-,XMYPLRAKFWEDDP-UHFFFAOYSA
CC(C)(C)C(=O)C1C(=O)C2=CC=CC=C2C1=O,-,R279559,M10177,-,A18726,-,-,inactive,Train,S. typhimurium,unspecified,-,RZKYEQDPDZUERB-UHFFFAOYSA
CC1=CC=C(C=C1C)N(=O)=O,-,R279560,M3784,-,A18726,-,-,active,Train,S. typhimurium,unspecified,-,HFZKOYWDLDYELC-UHFFFAOYSA
CC1=CC=C2C(NC(O)C3CC(\C=C\C(N)=O)=CN3C2=O)=C1O,-,R279561,M131821,-,A18726,-,-,active,Train,S. typhimurium,unspecified,-,VGQOVCHZGQWAOI-HWKANZROSA
COC(O)=C1[C@@H](C2=CC=CC=C2N(=O)=O)C(C(=O)OCC(C)=O)=C(C)N=C1C,-,R279562,M121248,-,A18726,-,-,inactive,Train,S. typhimurium,unspecified,-,NGUDFUVRWOUKQL-QGZVFWFLSA
CS(=O)(=O)NC1=CC=C(NC2=C3C=CC(=CC3=NC3=C2C=CC(=C3)N=[N]#N)N=[N]#N)C=C1,-,R279563,M131822,-,A18726,-,-,active,Train,S. typhimurium,unspecified,-,GUZQAKDCZSMXGS-UHFFFAOYSA
O=CC1=C(C=CC=C1N(=O)=O)N(=O)=O,-,R279564,M67141,-,A18726,-,-,active,Train,S. typhimurium,unspecified,-,WHFZQNNDIJKLIO-UHFFFAOYSA
OC1=CC=C2C(=C1)C1=C(C=CC=C1)C1=C2C=C2C=CC=CC2=C1,-,R279565,M120809,-,A18726,-,-,active,Train,S. typhimurium,unspecified,-,KAQLRXMJTBTBCX-UHFFFAOYSA
C1CCC2=C(C1)C=C1C3=C2C2=C(C=CC=C2)C3=CC2=C1C=CC=C2,-,R279566,M120625,-,A18726,-,-,active,Train,S. typhimurium,unspecified,-,BDQXCXLDSXGMHE-UHFFFAOYSA
N\C(=N/OC1OC(C(O)C(O)C1O)C(O)=O)C1=CC=CC=C1,-,R279567,M131823,-,A18726,-,-,inactive,Train,S. typhimurium,unspecified,-,UBPWUQYYMVQUQX-UHFFFAOYSA
CN\C(NCCSCC1=CC=C(CN(C)C)O1)=C\N(=O)=O,-,R279568,M120687,-,A18726,-,-,inactive,Train,S. typhimurium,unspecified,-,VMXUWOKSQNHOCA-LCYFTJDESA
O=NC1=C2C=CC3=CC=CC4=C3C2=C(C=C4)C2=C1C=CC=C2,-,R279569,M120127,-,A18726,-,-,active,Train,S. typhimurium,unspecified,-,ICRDTHCKNWXAFG-UHFFFAOYSA
OC(=O)C1=CC(Cl)=CC=C1Cl,-,R279570,M16977,-,A18726,-,-,inactive,Train,S. typhimurium,unspecified,-,QVTQYSFCFOGITD-UHFFFAOYSA
CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N(CC(O)=O)C1CC2=CC=CC=C2C1,-,R279571,M120785,-,A18726,-,-,inactive,Train,S. typhimurium,unspecified,-,WOUOLAUOZXOLJQ-MBSDFSHPSA
O=N(=O)C1=CC=CC2=C1C1=CC=CC3=CC=CC2=C13,-,R279572,M131824,-,A18726,-,-,active,Train,S. typhimurium,unspecified,-,JBCOKTTXCKLQBB-UHFFFAOYSA
CC(=O)OC1=CC=C(CCl)C=C1,-,R279573,M120510,-,A18726,-,-,active,Train,S. typhimurium,unspecified,-,OKRCXSCDWKJWSW-UHFFFAOYSA
OCCCCN(CCO)N=O,-,R279474,M119753,-,A18726,-,-,active,Train,S. typhimurium,unspecified,-,LJFPDQJQHXFUNM-UHFFFAOYSA
O=N(=O)C1=CC=C(O1)\C=N\C1=C2C=CC=CC2=NS1,-,R279475,M131797,-,A18726,-,-,active,Train,S. typhimurium,unspecified,-,QHWLXZVRTNRICC-NTUHNPAUSA
OCC(CN=[N]#N)CC1=CC=CC=C1,-,R279476,M131798,-,A18726,-,-,active,Train,S. typhimurium,unspecified,-,YZDJRMGVHDIISE-UHFFFAOYSA
BrC1=CC=C2C3CCCCC3C=CC2=C1,-,R279477,M131799,-,A18726,-,-,inactive,Train,S. typhimurium,unspecified,-,JYZYMYQSKZTOAC-UHFFFAOYSA
CC1=NSC(N)=C1,-,R279478,M81550,-,A18726,-,-,active,Train,S. typhimurium,unspecified,-,CQMHIXRPQGPCNT-UHFFFAOYSA
CON(C)C(=O)NC1=CC=C(Cl)C(Cl)=C1,-,R279479,M13000,-,A18726,-,-,active,Train,S. typhimurium,unspecified,-,XKJMBINCVNINCA-UHFFFAOYSA
OC(CN=[N]#N)CN1C=CC(=O)NC1=O,-,R279480,M131800,-,A18726,-,-,active,Train,S. typhimurium,unspecified,-,ZVZVVZQRKFQGAN-UHFFFAOYSA
O=NN(C1=CC=CC=C1)C1=CC=CC=C1,-,R279481,M10941,-,A18726,-,-,inactive,Train,S. typhimurium,unspecified,-,UBUCNCOMADRQHX-UHFFFAOYSA
S=C1SSC2=NCCN12,-,R279482,M38031,-,A18726,-,-,inactive,Train,S. typhimurium,unspecified,-,BFTGQIQVUVTBJU-UHFFFAOYSA
COC(=O)[C@H]([C@H]1CCCCN1)C1=CC=CC=C1,-,R279483,M121144,-,A18726,-,-,inactive,Train,S. typhimurium,unspecified,-,DUGOZIWVEXMGBE-OLZOCXBDSA
CC1=CC=C(CC2CO2)C=C1,-,R279484,M131801,-,A18726,-,-,active,Train,S. typhimurium,unspecified,-,OAVRAFVFWOJGJO-UHFFFAOYSA
O=C1CCCCCN1,-,R279485,M4882,-,A18726,-,-,inactive,Train,S. typhimurium,unspecified,-,JBKVHLHDHHXQEQ-UHFFFAOYSA
CN1C(N)=NC2=C1C=CC1=C2C=CC=N1,-,R279486,M432,-,A18726,-,-,active,Train,S. typhimurium,unspecified,-,ARZWATDYIYAUTA-UHFFFAOYSA
C[C@@H](O)CN(C)N=O,-,R279487,M120958,-,A18726,-,-,active,Train,S. typhimurium,unspecified,-,SJPQUECDNWANFT-SCSAIBSYSA
OC1=CC2=C3C(C=CC4=C3C1=CC=C4N(=O)=O)=CC=C2,-,R279488,M131802,-,A18726,-,-,active,Train,S. typhimurium,unspecified,-,QDCYNNFGMVNKEX-UHFFFAOYSA
O1C=CC=CC2=C1C1=C(C=C3C=CC=CC3=C1)C1=C2C=CC=C1,-,R279489,M131803,-,A18726,-,-,active,Train,S. typhimurium,unspecified,-,ZAJLBASAGMOSBJ-UHFFFAOYSA
OC(=O)C1CC2=C(NC3=C2C=CC=C3)C(N1)C1=CC=CC=C1,-,R279490,M131804,-,A18726,-,-,inactive,Train,S. typhimurium,unspecified,-,ZJSUEWDIHUPPRO-UHFFFAOYSA
CC(=O)NC1=CC=C(CC2=CC=C(NC(C)=O)C(Cl)=C2)C=C1Cl,-,R279491,M120827,-,A18726,-,-,active,Train,S. typhimurium,unspecified,-,ULXWIWCUCFCRSI-UHFFFAOYSA
ClCCOC\C(Cl)=C/Cl,-,R279492,M120794,-,A18726,-,-,active,Train,S. typhimurium,unspecified,-,ZBQZWBKPOLLCPX-HWKANZROSA
O=CC1=CC=CC(=C1)C1=CC=CC=C1,-,R279493,M120138,-,A18726,-,-,inactive,Train,S. typhimurium,unspecified,-,KFKSIUOALVIACE-UHFFFAOYSA
CC(O)CC1=CC(N)=CC(=C1N)N(=O)=O,-,R279494,M131805,-,A18726,-,-,inactive,Train,S. typhimurium,unspecified,-,MXOCSXVBYBYNOZ-UHFFFAOYSA
COC(=O)NC(=S)NC1=CC=CC=C1NC(=S)NC(=O)OC,-,R279495,M9107,-,A18726,-,-,active,Train,S. typhimurium,unspecified,-,QGHREAKMXXNCOA-UHFFFAOYSA
COC(=O)CC(=O)OC,-,R279496,M704,-,A18726,-,-,inactive,Train,S. typhimurium,unspecified,-,BEPAFCGSDWSTEL-UHFFFAOYSA
NC1=CC(Cl)=CC=C1O,-,R279497,M10708,-,A18726,-,-,active,Train,S. typhimurium,unspecified,-,SWFNPENEBHAHEB-UHFFFAOYSA
CC1=CC2=C(C=C1C)N=C(N)S2,-,R279498,M83937,-,A18726,-,-,active,Train,S. typhimurium,unspecified,-,IODWHFFPQHUDAG-UHFFFAOYSA
CC(C)(S)C(=O)NC(CS)C(O)=O,-,R279499,M131806,-,A18726,-,-,inactive,Train,S. typhimurium,unspecified,-,VUAFHZCUKUDDBC-UHFFFAOYSA
C1=CC2=C(C=C1)C1=C(C=C2)C=CC2=C1C=CC1=CC=CC=C21,-,R279500,M19767,-,A18726,-,-,active,Train,S. typhimurium,unspecified,-,YZWGEMSQAMDWEM-UHFFFAOYSA
ClC1=CC=C(NS(=O)(=O)C2=CC=CC3=C2N=CC=C3)C=C1Cl,-,R279501,M131807,-,A18726,-,-,inactive,Train,S. typhimurium,unspecified,-,QWUDKLFWMVKUQT-UHFFFAOYSA
CN1C(N)=NC2=C1C=CC1=C2N=C(C)C(C)=N1,-,R279502,M120834,-,A18726,-,-,active,Train,S. typhimurium,unspecified,-,JFQHIQJNQCWLNR-UHFFFAOYSA
NC1=CC=CC=C1N(=O)=O,-,R279503,M2166,-,A18726,-,-,inactive,Train,S. typhimurium,unspecified,-,DPJCXCZTLWNFOH-UHFFFAOYSA
N1C=CC=C1,-,R279504,M5422,-,A18726,-,-,inactive,Train,S. typhimurium,unspecified,-,KAESVJOAVNADME-UHFFFAOYSA
FC(F)(F)I,-,R279505,M16623,-,A18726,-,-,active,Train,S. typhimurium,unspecified,-,VPAYJEUHKVESSD-UHFFFAOYSA
CC1=NC2=C(N=C1C)C(C)=C(N)C=C2,-,R279506,M120259,-,A18726,-,-,active,Train,S. typhimurium,unspecified,-,FTQTXCRKNAHWOF-UHFFFAOYSA
COC1=CC(=O)C(=O)C(=C1)C(C)(C)C,-,R279507,M120413,-,A18726,-,-,inactive,Train,S. typhimurium,unspecified,-,KRDZTMDQDYDESS-UHFFFAOYSA
CC1=C(N)C=C(C=C1N)N(=O)=O,-,R279508,M14836,-,A18726,-,-,active,Train,S. typhimurium,unspecified,-,SPOWAUDUGZVURQ-UHFFFAOYSA
C[C@@H]1[C@H]2C[C@@]3(C)[C@H](O)C[C@H](O)C[C@@H]3[C@@H](C)C[C@H]2OC1=O,-,R279509,M119732,-,A18726,-,-,active,Train,S. typhimurium,unspecified,-,BKRGUDHSWKQHRH-IBSXGKMBSA
CC1=NC(O)=C(C=C1C1=CC=NC=C1)C#N,-,R279510,M45638,-,A18726,-,-,inactive,Train,S. typhimurium,unspecified,-,PZRHRDRVRGEVNW-UHFFFAOYSA
O=N(=O)C1=CC(=C2C=CC3=C4C(C=CC1=C24)=CC=C3)N(=O)=O,-,R279511,M5850,-,A18726,-,-,active,Train,S. typhimurium,unspecified,-,KTNUVDBUEAQUON-UHFFFAOYSA
CC(=O)NNC1=CC=C(CO)C=C1,-,R279512,M120680,-,A18726,-,-,active,Train,S. typhimurium,unspecified,-,UFFJUAYKLIGSJF-UHFFFAOYSA
ClC1=C(Cl)C2=C(Cl)C(Cl)=C(Cl)C(Cl)=C2C(Cl)=C1Cl,-,R279513,M26529,-,A18726,-,-,inactive,Train,S. typhimurium,unspecified,-,RTNLUFLDZOAXIC-UHFFFAOYSA
CC(=O)OC1CC2=CC3=C4C(C=CC5=C4C2=C1C=C5)=CC=C3,-,R279514,M131808,-,A18726,-,-,active,Train,S. typhimurium,unspecified,-,VDWHJWAVLSNCAK-UHFFFAOYSA
CC1=CC(=C(N)C(N=NC2=CC=C(C=C2C)C2=CC=C(N=NC3=CC=C(O)C(=C3)C(O)=O)C(C)=C2)=C1N)S(O)(=O)=O,-,R279515,M31378,-,A18726,-,-,active,Train,S. typhimurium,unspecified,-,QYRKLZKJMKCVSE-UHFFFAOYSA
NNC1=CC=C(C=C1)N(=O)=O,-,R279516,M18310,-,A18726,-,-,active,Train,S. typhimurium,unspecified,-,KMVPXBDOWDXXEN-UHFFFAOYSA
CC[C@@H](C)[C@H](C)CO,-,R279517,M121195,-,A18726,-,-,inactive,Train,S. typhimurium,unspecified,-,MIBBFRQOCRYDDB-RNFRBKRXSA
O[N+]1=CC2=C(C=N1)N=CC=C2,-,R279518,M131809,-,A18726,-,-,inactive,Train,S. typhimurium,unspecified,-,VQNTWQQFCMLLQD-UHFFFAOYSA
NC1=CC=C(C=C1Cl)C1=CC(Cl)=C(N)C(Cl)=C1,-,R279519,M120657,-,A18726,-,-,active,Train,S. typhimurium,unspecified,-,FOHQHSMQKDVWSW-UHFFFAOYSA
O[N+]1=CC=CC2=C1C=CC1OC21,-,R279520,M131810,-,A18726,-,-,inactive,Train,S. typhimurium,unspecified,-,PWWAOGBIZUZJQE-UHFFFAOYSA
Cl\C=C/Cl,-,R279521,M5543,-,A18726,-,-,inactive,Train,S. typhimurium,unspecified,-,KFUSEUYYWQURPO-UPHRSURJSA
CC(=O)NC1=CC=CC(O)=C1,-,R279522,M9231,-,A18726,-,-,inactive,Train,S. typhimurium,unspecified,-,QLNWXBAGRTUKKI-UHFFFAOYSA
NC(=O)C1CCCN1C(=O)C(CC1=CNC=N1)NC(=O)C1CCC(=O)N1,-,R279523,M14756,-,A18726,-,-,inactive,Train,S. typhimurium,unspecified,-,XNSAINXGIQZQOO-UHFFFAOYSA
CCN(CC)CC#CCOC(=O)C(O)(C1CCCCC1)C1=CC=CC=C1,-,R279424,M12959,-,A18726,-,-,inactive,Train,S. typhimurium,unspecified,-,XIQVNETUBQGFHX-UHFFFAOYSA
CCC(=O)\N=C1/SN(C(=O)CC)C2=CC=C(C=C12)N(=O)=O,-,R279425,M131782,-,A18726,-,-,active,Train,S. typhimurium,unspecified,-,RYTNSMMNXBCUJM-YPKPFQOOSA
NC1=CC(=CC=C1O)S(O)(=O)=O,-,R279426,M11181,-,A18726,-,-,inactive,Train,S. typhimurium,unspecified,-,ULUIMLJNTCECJU-UHFFFAOYSA
CCCCCCCCCCCCCCCCCCOC(=O)CCC1=CC(=C(O)C(=C1)C(C)(C)C)C(C)(C)C,-,R279427,M26257,-,A18726,-,-,inactive,Train,S. typhimurium,unspecified,-,SSDSCDGVMJFTEQ-UHFFFAOYSA
CCN(CC(O)C1=CC(O)=C(C=C1)[N+]#N)N=O,-,R279428,M131783,-,A18726,-,-,active,Train,S. typhimurium,unspecified,-,GIWNXRDIAVQJNF-UHFFFAOYSA
CCOC1=CC=C(C=C1NC(=O)C(=O)NC1=CC=CC=C1CC)C(C)(C)C,-,R279429,M85451,-,A18726,-,-,inactive,Train,S. typhimurium,unspecified,-,ZBNMOUGFCKAGGQ-UHFFFAOYSA
ON=C,-,R279430,M17390,-,A18726,-,-,inactive,Train,S. typhimurium,unspecified,-,SQDFHQJTAWCFIB-UHFFFAOYSA
OC1=C(Cl)C=C(Cl)C2=C1N=CC=C2,-,R279431,M23614,-,A18726,-,-,inactive,Train,S. typhimurium,unspecified,-,WDFKMLRRRCGAKS-UHFFFAOYSA
NC1=NC(C2=CC=CC=C2)=C(CCO)C2=NC=NN12,-,R279432,M131784,-,A18726,-,-,inactive,Train,S. typhimurium,unspecified,-,JOCHIKNGJVVXBL-UHFFFAOYSA
BrC1=CC(Br)=C(OCCOC2=C(Br)C=C(Br)C=C2Br)C(Br)=C1,-,R279433,M38619,-,A18726,-,-,inactive,Train,S. typhimurium,unspecified,-,YATIGPZCMOYEGE-UHFFFAOYSA
CC1(C(Cl)Cl)C2C(Cl)C(Cl)C1(C(Cl)Cl)C(Cl)C2Cl,-,R279434,M50138,-,A18726,-,-,inactive,Train,S. typhimurium,unspecified,-,FCZHUROLVAKWCN-UHFFFAOYSA
NC1=CC=C2C=CC3=C(C=CC=C3)C2=N1,-,R279435,M119804,-,A18726,-,-,active,Train,S. typhimurium,unspecified,-,ADDJIAQBVKRVFQ-UHFFFAOYSA
ClC(Cl)=C1OC(=O)C(Cl)=C1Cl,-,R279436,M14994,-,A18726,-,-,active,Train,S. typhimurium,unspecified,-,LJFHCOCOSGVUAD-UHFFFAOYSA
CC12CCCC(C)(C1CCC13CC(CCC21)C(=C)C3)C(O)=O,-,R279437,M131785,-,A18726,-,-,inactive,Train,S. typhimurium,unspecified,-,NIKHGUQULKYIGE-UHFFFAOYSA
CN1C(N)=NC2=C1C=C(C=C2)C#N,-,R279438,M48947,-,A18726,-,-,active,Train,S. typhimurium,unspecified,-,CNGVAAVGGINQTB-UHFFFAOYSA
OC1=C(Br)C=C(C=C1Br)C#N,-,R279439,M11260,-,A18726,-,-,inactive,Train,S. typhimurium,unspecified,-,UPMXNNIRAGDFEH-UHFFFAOYSA
CC(C)N(N)C(C)C,-,R279440,M120833,-,A18726,-,-,active,Train,S. typhimurium,unspecified,-,CDLZUDXUPFCTRJ-UHFFFAOYSA
CC1CN(CCN1)C1=CC2=C(C(C)=C1F)C(=O)C(=CN2C1CC1)C(O)=O,-,R279441,M179,-,A18726,-,-,inactive,Train,S. typhimurium,unspecified,-,AIJTTZAVMXIJGM-UHFFFAOYSA
C=C1CC(=O)O1,-,R279442,M23238,-,A18726,-,-,inactive,Train,S. typhimurium,unspecified,-,WASQWSOJHCZDFK-UHFFFAOYSA
CC(=O)NC1=CC=C(OC2=CC=C(C=C2)N(O)C(C)=O)C=C1,-,R279443,M131786,-,A18726,-,-,active,Train,S. typhimurium,unspecified,-,JZMAOFGLDVHLEO-UHFFFAOYSA
CCCC[C@@H](CC)COCCCN,-,R279444,M121249,-,A18726,-,-,inactive,Train,S. typhimurium,unspecified,-,DVFGEIYOLIFSRX-LLVKDONJSA
CN1C(=NC=C1N(=O)=O)C1NC(CO)(CO)CO1,-,R279445,M131787,-,A18726,-,-,active,Train,S. typhimurium,unspecified,-,WOIDLDGHYKJEER-UHFFFAOYSA
CNC1=C(N(C)C=N1)C(=O)N(C)N=O,-,R279446,M120207,-,A18726,-,-,active,Train,S. typhimurium,unspecified,-,PVKHZNDLTCEMLZ-UHFFFAOYSA
C[Si](C)(C)O,-,R279447,M24402,-,A18726,-,-,inactive,Train,S. typhimurium,unspecified,-,AAPLIUHOKVUFCC-UHFFFAOYSA
OC1=CC(=CC=C1N(=O)=O)N(=O)=O,-,R279448,M11411,-,A18726,-,-,active,Train,S. typhimurium,unspecified,-,UWEZBKLLMKVIPI-UHFFFAOYSA
COC1=CC(=CC=C1N)C1=CC=C(N)C(OC)=C1,-,R279449,M19026,-,A18726,-,-,active,Train,S. typhimurium,unspecified,-,JRBJSXQPQWSCCF-UHFFFAOYSA
CCOC1=CC=C(N)C=C1N,-,R279450,M95787,-,A18726,-,-,active,Train,S. typhimurium,unspecified,-,NQHVJMJEWQQXBS-UHFFFAOYSA
O=N(=O)C1=CC=CC2=C1C(=CC1=C2C=CC=C1)N(=O)=O,-,R279451,M131788,-,A18726,-,-,active,Train,S. typhimurium,unspecified,-,WOPYAFSUGHOZBW-UHFFFAOYSA
CC12CCCC(C)(C1CCC13CC(O)(CCC21)C(=C)C3=O)C(O)=O,-,R279452,M131789,-,A18726,-,-,active,Train,S. typhimurium,unspecified,-,KZDTWBJGGIIKEG-UHFFFAOYSA
CN1C(N)=NC2=NC3=C(C=NC=C3)C=C12,-,R279453,M120247,-,A18726,-,-,inactive,Train,S. typhimurium,unspecified,-,VGEUYICPYBCMIE-UHFFFAOYSA
C1=CC=C(N=C1)C1=CC=CN=C1,-,R279454,M21908,-,A18726,-,-,active,Train,S. typhimurium,unspecified,-,VEKIYFGCEAJDDT-UHFFFAOYSA
CCOCCC1=C(N=C(N)N2N=CN=C12)C1=CC=CC=C1,-,R279455,M120806,-,A18726,-,-,inactive,Train,S. typhimurium,unspecified,-,OZSPQIXKOVJJGE-UHFFFAOYSA
COC(=O)C1=CC=C(CN(C)N=O)C=C1,-,R279456,M46678,-,A18726,-,-,inactive,Train,S. typhimurium,unspecified,-,ZXALOXRONNZMDS-UHFFFAOYSA
CCOC(=O)N(N=O)C(CCC=O)C1=CC=CN=C1,-,R279457,M131790,-,A18726,-,-,active,Train,S. typhimurium,unspecified,-,SURZCOVZXAXEDL-UHFFFAOYSA
CN1C(CCC1=O)C1=CC=CN=C1,-,R279458,M11099,-,A18726,-,-,inactive,Train,S. typhimurium,unspecified,-,UIKROCXWUNQSPJ-UHFFFAOYSA
NC1=CC(=C2C=CC=C(C2=C1)S(O)(=O)=O)S(O)(=O)=O,-,R279459,M19366,-,A18726,-,-,inactive,Train,S. typhimurium,unspecified,-,MTJGVAJYTOXFJH-UHFFFAOYSA
OC(=O)CCC(O)=O,-,R279460,M5500,-,A18726,-,-,inactive,Train,S. typhimurium,unspecified,-,KDYFGRWQOYBRFD-UHFFFAOYSA
NC1=CC(Cl)=C(Cl)C(Cl)=C1,-,R279461,M23030,-,A18726,-,-,inactive,Train,S. typhimurium,unspecified,-,XOGYQVITULCUGU-UHFFFAOYSA
CCNCC#CC(C)(C)OC(=O)C(O)(C1CCCCC1)C1=CC=CC=C1,-,R279462,M131791,-,A18726,-,-,inactive,Train,S. typhimurium,unspecified,-,BWTHWMSRTKTAFC-UHFFFAOYSA
CN1CCN(C)CC1,-,R279463,M18574,-,A18726,-,-,inactive,Train,S. typhimurium,unspecified,-,RXYPXQSKLGGKOL-UHFFFAOYSA
N\C(=N/O)C1=CC(O)=C(O)C(O)=C1,-,R279464,M131792,-,A18726,-,-,active,Train,S. typhimurium,unspecified,-,MSLJYSGFUMYUDX-UHFFFAOYSA
CNC,-,R279465,M19196,-,A18726,-,-,inactive,Train,S. typhimurium,unspecified,-,ROSDSFDQCJNGOL-UHFFFAOYSA
CC1=C(Br)C(Br)=C(Br)C(Br)=C1Br,-,R279466,M17864,-,A18726,-,-,inactive,Train,S. typhimurium,unspecified,-,OZHJEQVYCBTHJT-UHFFFAOYSA
OC1C2=CC=CC=C2C2=CC=C(C=C12)N(=O)=O,-,R279467,M131793,-,A18726,-,-,active,Train,S. typhimurium,unspecified,-,ZUXWEWNCAHRWBV-UHFFFAOYSA
OCCCN=N,-,R279468,M131794,-,A18726,-,-,active,Train,S. typhimurium,unspecified,-,XQFUSVQAWUOENL-UHFFFAOYSA
CC=O,-,R279469,M4448,-,A18726,-,-,inactive,Train,S. typhimurium,unspecified,-,IKHGUXGNUITLKF-UHFFFAOYSA
OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,-,R279470,M14604,-,A18726,-,-,inactive,Train,S. typhimurium,unspecified,-,PCIUEQPBYFRTEM-UHFFFAOYSA
O1C2C1C1=CC3=C(C=C4C=CC=CC4=C3)C3=C1C2=CC=C3,-,R279471,M131795,-,A18726,-,-,active,Train,S. typhimurium,unspecified,-,WNQQAOQARBZQHC-UHFFFAOYSA
OCC#C,-,R279472,M10805,-,A18726,-,-,active,Train,S. typhimurium,unspecified,-,TVDSBUOJIPERQY-UHFFFAOYSA
O=N(=O)C1=CC2=C3C(CCC4=C3C(CC2)=CC(=C4)N(=O)=O)=C1,-,R279473,M131796,-,A18726,-,-,active,Train,S. typhimurium,unspecified,-,NHUOEGBUOIDRLN-UHFFFAOYSA
FC1=CC=C(C=C1)C(=O)CCCN1CCN(CC1)C1=CC=CC=N1,-,R279374,M25543,-,A18726,-,-,inactive,Train,S. typhimurium,unspecified,-,XTKDAFGWCDAMPY-UHFFFAOYSA
COC1=CC=C(CNCC(O)COC2=CC=C3N=C(O)C=CC3=C2)C=C1OC,-,R279375,M131769,-,A18726,-,-,inactive,Train,S. typhimurium,unspecified,-,BYKYPZBCMBEEGU-UHFFFAOYSA
CCC(Cl)CC(Cl)CC(C)Cl,-,R279376,M119941,-,A18726,-,-,inactive,Train,S. typhimurium,unspecified,-,AAMDSWDSALPAAU-UHFFFAOYSA
OC(=O)C1=CC(Br)=CC2=C1N=CC=C2,-,R279377,M131770,-,A18726,-,-,inactive,Train,S. typhimurium,unspecified,-,IPABRQMUPPNSMO-UHFFFAOYSA
CCCCCN(N=O)C(=N)NN(=O)=O,-,R279378,M14979,-,A18726,-,-,active,Train,S. typhimurium,unspecified,-,OKMNBMCHWAWZBL-UHFFFAOYSA
CN(C)CCCNC1=C2C=CC=CC2=NC2=C1C(=CC=C2N(C)C)N(=O)=O,-,R279379,M131771,-,A18726,-,-,active,Train,S. typhimurium,unspecified,-,QPWBTZNSNJXXSU-UHFFFAOYSA
CC1(OO)C2=CC=CC=C2C2=CC=CC=C12,-,R279380,M120304,-,A18726,-,-,active,Train,S. typhimurium,unspecified,-,HSOVYQBHMNRGKG-UHFFFAOYSA
ClC1=NC2=C(C=CC=C2)N=C1Cl,-,R279381,M26473,-,A18726,-,-,inactive,Train,S. typhimurium,unspecified,-,SPSSDDOTEZKOOV-UHFFFAOYSA
OC1C2OC2C2=C3C=CC4=C(C=CC=C4)C3=CC=C2C1O,-,R279382,M14859,-,A18726,-,-,active,Train,S. typhimurium,unspecified,-,KPTYXJLOWLVCMU-UHFFFAOYSA
O=N(=O)C1=CC=C2C(CC3=CC(=CC=C23)N(=O)=O)=C1,-,R279383,M30212,-,A18726,-,-,active,Train,S. typhimurium,unspecified,-,IHZCVUBSTYOFSJ-UHFFFAOYSA
OC(=O)C1=CC(=CC=C1N(=O)=O)N(=O)=O,-,R279384,M67168,-,A18726,-,-,active,Train,S. typhimurium,unspecified,-,YKMDNKRCCODWMG-UHFFFAOYSA
CNC1=C2C=CC=CC2=NS1,-,R279385,M131772,-,A18726,-,-,inactive,Train,S. typhimurium,unspecified,-,ARUJVDNZYGIUGB-UHFFFAOYSA
OC(=O)C1CSCN1C(=O)C1CCC(=O)N1,-,R279386,M131773,-,A18726,-,-,inactive,Train,S. typhimurium,unspecified,-,UUTKICFRNVKFRG-UHFFFAOYSA
O=N(=O)C1=CC=C2C3=C(C=CC=C3)C3=C2C1=C(C=C3)N(=O)=O,-,R279387,M120602,-,A18726,-,-,active,Train,S. typhimurium,unspecified,-,VNUUPDIHBNDQJJ-UHFFFAOYSA
CCCOC1=CC2=C(CCC2=O)C2=C1C1=C(C=CC=C1)C=C2,-,R279388,M131774,-,A18726,-,-,inactive,Train,S. typhimurium,unspecified,-,YBHHRFHMKJGDDD-UHFFFAOYSA
CNC(=O)C1=C(N=CN1C)N(C)N=O,-,R279389,M131775,-,A18726,-,-,inactive,Train,S. typhimurium,unspecified,-,YVJMGYAIELXOQU-UHFFFAOYSA
